[2026-02-10T20:43:59.781+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-10T20:44:06.404+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143615585990.parquet -> /tmp/minio_downloads/accounts_143615585990.parquet
[2026-02-10T20:44:06.426+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143615708196.parquet -> /tmp/minio_downloads/accounts_143615708196.parquet
[2026-02-10T20:44:06.450+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143616221702.parquet -> /tmp/minio_downloads/accounts_143616221702.parquet
[2026-02-10T20:44:06.473+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143616354578.parquet -> /tmp/minio_downloads/accounts_143616354578.parquet
[2026-02-10T20:44:06.498+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143616494297.parquet -> /tmp/minio_downloads/accounts_143616494297.parquet
[2026-02-10T20:44:06.521+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143616627289.parquet -> /tmp/minio_downloads/accounts_143616627289.parquet
[2026-02-10T20:44:06.546+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143616807834.parquet -> /tmp/minio_downloads/accounts_143616807834.parquet
[2026-02-10T20:44:06.571+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143616930269.parquet -> /tmp/minio_downloads/accounts_143616930269.parquet
[2026-02-10T20:44:06.597+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143617061136.parquet -> /tmp/minio_downloads/accounts_143617061136.parquet
[2026-02-10T20:44:06.618+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143620927026.parquet -> /tmp/minio_downloads/accounts_143620927026.parquet
[2026-02-10T20:44:06.641+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143621273880.parquet -> /tmp/minio_downloads/accounts_143621273880.parquet
[2026-02-10T20:44:06.662+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143621457961.parquet -> /tmp/minio_downloads/accounts_143621457961.parquet
[2026-02-10T20:44:06.685+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143621629828.parquet -> /tmp/minio_downloads/accounts_143621629828.parquet
[2026-02-10T20:44:06.708+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143621787113.parquet -> /tmp/minio_downloads/accounts_143621787113.parquet
[2026-02-10T20:44:06.732+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143621938703.parquet -> /tmp/minio_downloads/accounts_143621938703.parquet
[2026-02-10T20:44:06.756+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143622148139.parquet -> /tmp/minio_downloads/accounts_143622148139.parquet
[2026-02-10T20:44:06.780+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143622899311.parquet -> /tmp/minio_downloads/accounts_143622899311.parquet
[2026-02-10T20:44:06.804+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143623037848.parquet -> /tmp/minio_downloads/accounts_143623037848.parquet
[2026-02-10T20:44:06.829+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143623185046.parquet -> /tmp/minio_downloads/accounts_143623185046.parquet
[2026-02-10T20:44:06.852+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143623322853.parquet -> /tmp/minio_downloads/accounts_143623322853.parquet
[2026-02-10T20:44:06.872+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143623463004.parquet -> /tmp/minio_downloads/accounts_143623463004.parquet
[2026-02-10T20:44:06.892+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143623595433.parquet -> /tmp/minio_downloads/accounts_143623595433.parquet
[2026-02-10T20:44:06.921+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143626915001.parquet -> /tmp/minio_downloads/accounts_143626915001.parquet
[2026-02-10T20:44:06.947+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143627070469.parquet -> /tmp/minio_downloads/accounts_143627070469.parquet
[2026-02-10T20:44:06.975+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143627264006.parquet -> /tmp/minio_downloads/accounts_143627264006.parquet
[2026-02-10T20:44:07.003+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143627400232.parquet -> /tmp/minio_downloads/accounts_143627400232.parquet
[2026-02-10T20:44:07.026+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143627527925.parquet -> /tmp/minio_downloads/accounts_143627527925.parquet
[2026-02-10T20:44:07.050+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143627636593.parquet -> /tmp/minio_downloads/accounts_143627636593.parquet
[2026-02-10T20:44:07.074+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143627773501.parquet -> /tmp/minio_downloads/accounts_143627773501.parquet
[2026-02-10T20:44:07.099+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143628621070.parquet -> /tmp/minio_downloads/accounts_143628621070.parquet
[2026-02-10T20:44:07.122+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143628771871.parquet -> /tmp/minio_downloads/accounts_143628771871.parquet
[2026-02-10T20:44:07.163+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143628905792.parquet -> /tmp/minio_downloads/accounts_143628905792.parquet
[2026-02-10T20:44:07.195+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143629054044.parquet -> /tmp/minio_downloads/accounts_143629054044.parquet
[2026-02-10T20:44:07.212+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143629167102.parquet -> /tmp/minio_downloads/accounts_143629167102.parquet
[2026-02-10T20:44:07.229+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143629288156.parquet -> /tmp/minio_downloads/accounts_143629288156.parquet
[2026-02-10T20:44:07.249+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143629595519.parquet -> /tmp/minio_downloads/accounts_143629595519.parquet
[2026-02-10T20:44:07.266+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143632676284.parquet -> /tmp/minio_downloads/accounts_143632676284.parquet
[2026-02-10T20:44:07.281+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143632810992.parquet -> /tmp/minio_downloads/accounts_143632810992.parquet
[2026-02-10T20:44:07.297+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143632948891.parquet -> /tmp/minio_downloads/accounts_143632948891.parquet
[2026-02-10T20:44:07.313+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143633091968.parquet -> /tmp/minio_downloads/accounts_143633091968.parquet
[2026-02-10T20:44:07.336+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143633234793.parquet -> /tmp/minio_downloads/accounts_143633234793.parquet
[2026-02-10T20:44:07.365+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143633383390.parquet -> /tmp/minio_downloads/accounts_143633383390.parquet
[2026-02-10T20:44:07.392+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143634166580.parquet -> /tmp/minio_downloads/accounts_143634166580.parquet
[2026-02-10T20:44:07.417+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143634319424.parquet -> /tmp/minio_downloads/accounts_143634319424.parquet
[2026-02-10T20:44:07.441+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143634483652.parquet -> /tmp/minio_downloads/accounts_143634483652.parquet
[2026-02-10T20:44:07.466+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143634619865.parquet -> /tmp/minio_downloads/accounts_143634619865.parquet
[2026-02-10T20:44:07.492+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143634769445.parquet -> /tmp/minio_downloads/accounts_143634769445.parquet
[2026-02-10T20:44:07.513+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143634928471.parquet -> /tmp/minio_downloads/accounts_143634928471.parquet
[2026-02-10T20:44:07.535+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143635083824.parquet -> /tmp/minio_downloads/accounts_143635083824.parquet
[2026-02-10T20:44:07.556+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143638279873.parquet -> /tmp/minio_downloads/accounts_143638279873.parquet
[2026-02-10T20:44:07.578+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143638425530.parquet -> /tmp/minio_downloads/accounts_143638425530.parquet
[2026-02-10T20:44:07.600+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143638563756.parquet -> /tmp/minio_downloads/accounts_143638563756.parquet
[2026-02-10T20:44:07.624+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143638679885.parquet -> /tmp/minio_downloads/accounts_143638679885.parquet
[2026-02-10T20:44:07.648+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143638800711.parquet -> /tmp/minio_downloads/accounts_143638800711.parquet
[2026-02-10T20:44:07.670+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143638916190.parquet -> /tmp/minio_downloads/accounts_143638916190.parquet
[2026-02-10T20:44:07.692+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143639070301.parquet -> /tmp/minio_downloads/accounts_143639070301.parquet
[2026-02-10T20:44:07.715+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143640092595.parquet -> /tmp/minio_downloads/accounts_143640092595.parquet
[2026-02-10T20:44:07.739+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143640227335.parquet -> /tmp/minio_downloads/accounts_143640227335.parquet
[2026-02-10T20:44:07.763+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143640384173.parquet -> /tmp/minio_downloads/accounts_143640384173.parquet
[2026-02-10T20:44:07.787+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143640544366.parquet -> /tmp/minio_downloads/accounts_143640544366.parquet
[2026-02-10T20:44:07.812+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143640703642.parquet -> /tmp/minio_downloads/accounts_143640703642.parquet
[2026-02-10T20:44:07.840+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143640863888.parquet -> /tmp/minio_downloads/accounts_143640863888.parquet
[2026-02-10T20:44:07.871+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143644105529.parquet -> /tmp/minio_downloads/accounts_143644105529.parquet
[2026-02-10T20:44:07.895+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143644283988.parquet -> /tmp/minio_downloads/accounts_143644283988.parquet
[2026-02-10T20:44:07.922+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143644432773.parquet -> /tmp/minio_downloads/accounts_143644432773.parquet
[2026-02-10T20:44:07.947+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143644612952.parquet -> /tmp/minio_downloads/accounts_143644612952.parquet
[2026-02-10T20:44:07.971+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143644742800.parquet -> /tmp/minio_downloads/accounts_143644742800.parquet
[2026-02-10T20:44:07.995+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143644882937.parquet -> /tmp/minio_downloads/accounts_143644882937.parquet
[2026-02-10T20:44:08.041+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143645027525.parquet -> /tmp/minio_downloads/accounts_143645027525.parquet
[2026-02-10T20:44:08.073+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143645967627.parquet -> /tmp/minio_downloads/accounts_143645967627.parquet
[2026-02-10T20:44:08.106+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143646155094.parquet -> /tmp/minio_downloads/accounts_143646155094.parquet
[2026-02-10T20:44:08.129+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143646330526.parquet -> /tmp/minio_downloads/accounts_143646330526.parquet
[2026-02-10T20:44:08.152+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143646508490.parquet -> /tmp/minio_downloads/accounts_143646508490.parquet
[2026-02-10T20:44:08.180+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143646646203.parquet -> /tmp/minio_downloads/accounts_143646646203.parquet
[2026-02-10T20:44:08.207+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143646808506.parquet -> /tmp/minio_downloads/accounts_143646808506.parquet
[2026-02-10T20:44:08.233+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143646978067.parquet -> /tmp/minio_downloads/accounts_143646978067.parquet
[2026-02-10T20:44:08.261+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143650730323.parquet -> /tmp/minio_downloads/accounts_143650730323.parquet
[2026-02-10T20:44:08.291+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143650887927.parquet -> /tmp/minio_downloads/accounts_143650887927.parquet
[2026-02-10T20:44:08.313+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143651082022.parquet -> /tmp/minio_downloads/accounts_143651082022.parquet
[2026-02-10T20:44:08.338+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143651260702.parquet -> /tmp/minio_downloads/accounts_143651260702.parquet
[2026-02-10T20:44:08.362+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143651433654.parquet -> /tmp/minio_downloads/accounts_143651433654.parquet
[2026-02-10T20:44:08.385+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143651591607.parquet -> /tmp/minio_downloads/accounts_143651591607.parquet
[2026-02-10T20:44:08.408+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143651740747.parquet -> /tmp/minio_downloads/accounts_143651740747.parquet
[2026-02-10T20:44:08.431+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143652577835.parquet -> /tmp/minio_downloads/accounts_143652577835.parquet
[2026-02-10T20:44:08.457+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143652739819.parquet -> /tmp/minio_downloads/accounts_143652739819.parquet
[2026-02-10T20:44:08.483+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143652872497.parquet -> /tmp/minio_downloads/accounts_143652872497.parquet
[2026-02-10T20:44:08.504+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143653015028.parquet -> /tmp/minio_downloads/accounts_143653015028.parquet
[2026-02-10T20:44:08.532+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143653161883.parquet -> /tmp/minio_downloads/accounts_143653161883.parquet
[2026-02-10T20:44:08.558+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143653303887.parquet -> /tmp/minio_downloads/accounts_143653303887.parquet
[2026-02-10T20:44:08.586+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143655845748.parquet -> /tmp/minio_downloads/accounts_143655845748.parquet
[2026-02-10T20:44:08.613+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143655939768.parquet -> /tmp/minio_downloads/accounts_143655939768.parquet
[2026-02-10T20:44:08.637+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143656027316.parquet -> /tmp/minio_downloads/accounts_143656027316.parquet
[2026-02-10T20:44:08.662+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143656112461.parquet -> /tmp/minio_downloads/accounts_143656112461.parquet
[2026-02-10T20:44:08.692+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143656192703.parquet -> /tmp/minio_downloads/accounts_143656192703.parquet
[2026-02-10T20:44:08.716+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143656276920.parquet -> /tmp/minio_downloads/accounts_143656276920.parquet
[2026-02-10T20:44:08.745+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143656359626.parquet -> /tmp/minio_downloads/accounts_143656359626.parquet
[2026-02-10T20:44:08.773+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143656982586.parquet -> /tmp/minio_downloads/accounts_143656982586.parquet
[2026-02-10T20:44:08.797+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143657146324.parquet -> /tmp/minio_downloads/accounts_143657146324.parquet
[2026-02-10T20:44:08.823+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143657288626.parquet -> /tmp/minio_downloads/accounts_143657288626.parquet
[2026-02-10T20:44:08.854+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143657412021.parquet -> /tmp/minio_downloads/accounts_143657412021.parquet
[2026-02-10T20:44:08.879+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143657497159.parquet -> /tmp/minio_downloads/accounts_143657497159.parquet
[2026-02-10T20:44:08.904+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143657586154.parquet -> /tmp/minio_downloads/accounts_143657586154.parquet
[2026-02-10T20:44:08.931+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143657675093.parquet -> /tmp/minio_downloads/accounts_143657675093.parquet
[2026-02-10T20:44:08.963+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143659504529.parquet -> /tmp/minio_downloads/accounts_143659504529.parquet
[2026-02-10T20:44:08.987+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143659602830.parquet -> /tmp/minio_downloads/accounts_143659602830.parquet
[2026-02-10T20:44:09.014+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143659750230.parquet -> /tmp/minio_downloads/accounts_143659750230.parquet
[2026-02-10T20:44:09.044+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143659868639.parquet -> /tmp/minio_downloads/accounts_143659868639.parquet
[2026-02-10T20:44:09.071+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143659971306.parquet -> /tmp/minio_downloads/accounts_143659971306.parquet
[2026-02-10T20:44:09.100+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143700105186.parquet -> /tmp/minio_downloads/accounts_143700105186.parquet
[2026-02-10T20:44:09.160+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143700606684.parquet -> /tmp/minio_downloads/accounts_143700606684.parquet
[2026-02-10T20:44:09.190+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143700732138.parquet -> /tmp/minio_downloads/accounts_143700732138.parquet
[2026-02-10T20:44:09.219+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143700830757.parquet -> /tmp/minio_downloads/accounts_143700830757.parquet
[2026-02-10T20:44:09.248+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143700927043.parquet -> /tmp/minio_downloads/accounts_143700927043.parquet
[2026-02-10T20:44:09.276+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143701031629.parquet -> /tmp/minio_downloads/accounts_143701031629.parquet
[2026-02-10T20:44:09.303+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143701137265.parquet -> /tmp/minio_downloads/accounts_143701137265.parquet
[2026-02-10T20:44:09.327+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143701242496.parquet -> /tmp/minio_downloads/accounts_143701242496.parquet
[2026-02-10T20:44:09.353+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143703081914.parquet -> /tmp/minio_downloads/accounts_143703081914.parquet
[2026-02-10T20:44:09.381+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143703195478.parquet -> /tmp/minio_downloads/accounts_143703195478.parquet
[2026-02-10T20:44:09.410+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143703299695.parquet -> /tmp/minio_downloads/accounts_143703299695.parquet
[2026-02-10T20:44:09.437+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143703397608.parquet -> /tmp/minio_downloads/accounts_143703397608.parquet
[2026-02-10T20:44:09.461+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143703502317.parquet -> /tmp/minio_downloads/accounts_143703502317.parquet
[2026-02-10T20:44:09.492+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143703603101.parquet -> /tmp/minio_downloads/accounts_143703603101.parquet
[2026-02-10T20:44:09.518+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143703699149.parquet -> /tmp/minio_downloads/accounts_143703699149.parquet
[2026-02-10T20:44:09.545+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143704124632.parquet -> /tmp/minio_downloads/accounts_143704124632.parquet
[2026-02-10T20:44:09.572+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143704268609.parquet -> /tmp/minio_downloads/accounts_143704268609.parquet
[2026-02-10T20:44:09.599+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143704379061.parquet -> /tmp/minio_downloads/accounts_143704379061.parquet
[2026-02-10T20:44:09.625+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143704484146.parquet -> /tmp/minio_downloads/accounts_143704484146.parquet
[2026-02-10T20:44:09.647+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143704595037.parquet -> /tmp/minio_downloads/accounts_143704595037.parquet
[2026-02-10T20:44:09.671+0000] {logging_mixin.py:188} INFO - Downloaded accounts/date=2026-02-10/accounts_143704703069.parquet -> /tmp/minio_downloads/accounts_143704703069.parquet
[2026-02-10T20:44:13.605+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143559352963.parquet -> /tmp/minio_downloads/transactions_143559352963.parquet
[2026-02-10T20:44:13.633+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143559453281.parquet -> /tmp/minio_downloads/transactions_143559453281.parquet
[2026-02-10T20:44:13.658+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143559560204.parquet -> /tmp/minio_downloads/transactions_143559560204.parquet
[2026-02-10T20:44:13.684+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143600054219.parquet -> /tmp/minio_downloads/transactions_143600054219.parquet
[2026-02-10T20:44:13.723+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143600194910.parquet -> /tmp/minio_downloads/transactions_143600194910.parquet
[2026-02-10T20:44:13.761+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143600320546.parquet -> /tmp/minio_downloads/transactions_143600320546.parquet
[2026-02-10T20:44:13.786+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143603894849.parquet -> /tmp/minio_downloads/transactions_143603894849.parquet
[2026-02-10T20:44:13.816+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143603998965.parquet -> /tmp/minio_downloads/transactions_143603998965.parquet
[2026-02-10T20:44:13.847+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143604135977.parquet -> /tmp/minio_downloads/transactions_143604135977.parquet
[2026-02-10T20:44:13.875+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143604628763.parquet -> /tmp/minio_downloads/transactions_143604628763.parquet
[2026-02-10T20:44:13.902+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143604785907.parquet -> /tmp/minio_downloads/transactions_143604785907.parquet
[2026-02-10T20:44:13.927+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143604874662.parquet -> /tmp/minio_downloads/transactions_143604874662.parquet
[2026-02-10T20:44:13.952+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143608088243.parquet -> /tmp/minio_downloads/transactions_143608088243.parquet
[2026-02-10T20:44:13.979+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143608198249.parquet -> /tmp/minio_downloads/transactions_143608198249.parquet
[2026-02-10T20:44:14.003+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143608340339.parquet -> /tmp/minio_downloads/transactions_143608340339.parquet
[2026-02-10T20:44:14.028+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143608466383.parquet -> /tmp/minio_downloads/transactions_143608466383.parquet
[2026-02-10T20:44:14.061+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143608845396.parquet -> /tmp/minio_downloads/transactions_143608845396.parquet
[2026-02-10T20:44:14.087+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143609103242.parquet -> /tmp/minio_downloads/transactions_143609103242.parquet
[2026-02-10T20:44:14.112+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143609267473.parquet -> /tmp/minio_downloads/transactions_143609267473.parquet
[2026-02-10T20:44:14.143+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143612613137.parquet -> /tmp/minio_downloads/transactions_143612613137.parquet
[2026-02-10T20:44:14.173+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143612721751.parquet -> /tmp/minio_downloads/transactions_143612721751.parquet
[2026-02-10T20:44:14.203+0000] {logging_mixin.py:188} INFO - Downloaded transactions/date=2026-02-10/transactions_143612847612.parquet -> /tmp/minio_downloads/transactions_143612847612.parquet
